id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
2705,Girls,Apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Disney Kids Girl's Blue Pooh Blouse Kidswear
27355,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Tantra Women Circles Green T-shirt
17998,Men,Apparel,Topwear,Tshirts,Red,Fall,2009.0,Sports,Puma Men Graphic Tee Red Tshirt
8207,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Locomotive Men Solid Langworth Red T-Shirts
28587,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Peter England Men Leather Brown Wallet
33336,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Shoes
34113,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Printed Pink Dress
38940,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Palm Tree Boys Blue Shorts
12617,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Casual Shoes
15897,Unisex,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Wave Flop Green Slippers
27955,Men,Apparel,Innerwear,Briefs,Green,Summer,2016.0,Casual,Jockey Sport Performance  Men Green Brief SP02
13952,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women Stripes White Tops
5982,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Checked Shirt
57013,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels
36440,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Spinn Men Cubic Black Sports Shoes
46737,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Silver Dial Watch
24343,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Printed T-shirt
6152,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Men's Porsche Design White Shoe
59145,Women,Footwear,Shoes,Heels,Brown,Fall,2012.0,Casual,Tiptopp Women Brown Sandals
46991,Women,Apparel,Topwear,Kurtas,Green,Fall,2012.0,Ethnic,Shree Women Green & Maroon  Embroidered Kurta
7870,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt
36478,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Spinn Men Agile Grey Shoes
15255,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Women Superstar 2 White Casual Shoes
14387,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats
25898,Women,Apparel,Bottomwear,Leggings,Brown,Summer,2012.0,Casual,Femella Women Dark Brown Skinny Leggings
28119,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016.0,Casual,Jockey MC Men Pack Of Two Brown Briefs 8003
12604,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Printed Purple Tops
24530,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Kurta
46712,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Rasasi Men Confidence Perfume
29022,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,ADIDAS Men Aess Crew White T-shirt
59167,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Fortune Men Brown Formal Shoes
3862,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Wrangler Men's Authentic Embro Orange T-shirt
45960,Women,Apparel,Topwear,Tshirts,Red,Fall,2012.0,Casual,Tokyo Talkies Women Red T-shirt
46947,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017.0,Casual,York Women Veronica Perfume
50822,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,New Hide Men Brown Wallet
25075,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Winter,2015.0,Formal,Lino Perros Men Formal Maroon Accessory Gift Set
4627,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Boat Low Lime Shoe
9597,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts
19827,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Red Shirt
27519,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Flats
53498,Women,Apparel,Innerwear,Bra,Peach,Summer,2017.0,Casual,Amante Peach-Coloured T-shirt Bra BFCV22
8017,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Fila Men's Round Neck Black White T-shirt
33589,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Wrangler Men Urban Folk Polo Green T-shirt
9555,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Asem Cricket Crazy Blue T-Shirts
17516,Women,Apparel,Topwear,Sweaters,Magenta,Fall,2011.0,Casual,Jealous 21 Women Solid Magenta Sweater
26635,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Casual Shoes
37581,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,Madagascar 3 Girls Light Green Shorts
20360,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Spykar Men Stripes Blue T-Shirt
6387,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2011.0,Sports,Puma Men's Trim Mesh Navy White Shoe
27145,Women,Apparel,Innerwear,Bra,White,Summer,2012.0,Casual,Miss-T White Bra
12659,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirts
4689,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS CR_BTS 3S INSP Black Silver Unisex Backpack
15488,Women,Footwear,Shoes,Flats,Tan,Winter,2012.0,Casual,Carlton London Women Tan Brown Boots
47000,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Shree Women Pink Printed Kurta
54625,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
3467,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Women Adi Slide White Silver Shoe
40473,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Fila Men Black Supercharger Sports Shoes
44443,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Gliders Men Black & Brown Volant Sandals
52348,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015.0,Casual,Red Rose Women Blue Nightdress
15649,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Sports,Nike Women Trainng Grey Tops
4810,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men's Star Polo White Polo T-shirt
39448,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Diva Women Mustard Kurta
4013,Unisex,Sporting Goods,Sports Equipment,Basketballs,Brown,Summer,2011.0,Casual,Spalding  177z NBA School Brown Basketball
5797,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Men's Bam Blue T-shirt
4477,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Women Exsis White Silver Black Shoe
31846,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch
43802,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Green Earrings
6786,Men,Apparel,Topwear,Jackets,Black,Summer,2011.0,Casual,Timberland Men Falmouth Cycling Jac Black Jacket
25021,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Nike Men Poly Fleece Grey Sweatshirt
57065,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Elle Women Grey Vintage Top
41332,Women,Apparel,Topwear,Dupatta,Green,Winter,2012.0,Ethnic,Aurelia Women Green Dupatta
31283,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Faas Black T-shirt
37722,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Grey Striped Shirt
45108,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Printed Dial Watch A020 MQ-76-L7A1UL
33188,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Sepia Women Purple Top
5907,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Men's Massa Lifestyle Black T-shirt
32257,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Ghicha Silk Wrap Top
56376,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Dunhill Men 100 ml Perfume
43496,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue T-shirt
49990,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Hanes Men Pack Of 3 White Cushion Max Crew Socks
5560,Men,Apparel,Topwear,Jackets,Green,Summer,2011.0,Sports,Reebok Men Sport Revesable Black Green Jacket
45795,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Senorita Women Black Sandals
51395,Men,Apparel,Bottomwear,Shorts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow Check Shorts
17580,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Solid Navy Blue Trouser
39821,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals
52346,Women,Apparel,Loungewear and Nightwear,Nightdress,Peach,Winter,2015.0,Casual,Red Rose Peach Nightdress
25214,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Lino Perros Women Leatherette Pink Handbag
11426,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Blue Shirts
16603,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Women Check Black Shirt
43633,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Vero Moda Women Coral Coloured Dress
27376,Men,Apparel,Topwear,Tshirts,Mustard,Fall,2011.0,Casual,Tantra Men Jimmo Mustard T-shirt
34761,Women,Accessories,Bags,Handbags,Blue,Summer,2015.0,Casual,Be For Bag Women Blue Tote Bag
26062,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
12065,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,W Women Printed Navy Blue Kurtas
54489,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Lino Perros Women Orange Sling Bag
49938,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Black Innerwear Vest
52128,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Washed Dress
50481,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Briefs
30100,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Flying Machine Men Washed Blue Jeans
31442,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Cricket Grey Jersey
20530,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Brown Wallet
12861,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Lee Cooper Men Formal Black Shoes
4079,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Operation Holocaust Red T-shirt
49755,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Parx Men Blue Tie
26892,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Top
58071,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & White Earrings
38955,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Palm Tree Boys Printed Green T-shirt
56116,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Pink Velvet Lip Pot 600
7291,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Mickey Men's Donald Salute Star Brown T-shirt
24360,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Folklore Women Black Printed Kurta
22407,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt
15840,Women,Apparel,Topwear,Kurtas,Yellow,Fall,2011.0,Ethnic,Visudh Mustard Printed Ethnic Kurta
14368,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Flats
5363,Unisex,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Btwin Six Mtb Shoes 2009
5151,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Braided Shoulder White T-shirt
24393,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Folklore Women Red Printed Kurta
15878,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Big Face Yellow Slippers
48484,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress
45995,Women,Apparel,Saree,Sarees,Cream,Summer,2012.0,Ethnic,Fabindia Cream-Coloured & Blue Hand Printed Saree
12098,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,W Women Printed Beige Kurtas
38397,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Men Blue Fan T-shirt
46946,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,York Women Betty Perfume
23519,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Watch ADH9015
49502,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown 106 Moc CA LNS Shoes
49166,Women,Personal Care,Nails,Nail Polish,Charcoal,Spring,2017.0,Casual,Deborah 7 Days Long Nail Polish 00
25488,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Backboard Black Casual Shoes
29245,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,ADIDAS Men Chicago Bulls NBA Red Jersey
12038,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts
14304,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Solid White Shirts
11020,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Wrangler Women Pink Freedom Spirit T-shirt
18991,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Men Grinball Black Tshirt
44010,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Police Men Pure Perfume
32858,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Grendha Women Beige Flats
6310,Unisex,Footwear,Flip Flops,Flip Flops,Black,Winter,2011.0,Casual,Puma Unisex Issac Black Yellow Flip Flop
30961,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Fabindia Women Black Chanderi Tunic
15028,Women,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Women Printed Navy Blue Sweatshirts
3665,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Intercept White Silver Shoe
6125,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Puma Unisex Foundation Black Red Bagpack
10101,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Island Explorer Black Sports Shoes
25020,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Nike Men Poly Fleece Black Sweatshirt
57256,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Murcia Women Pink Handbag
59755,Women,Apparel,Innerwear,Briefs,Black,Summer,2014.0,Casual,Avirate Black Brief
34993,Women,Apparel,Saree,Sarees,Olive,Summer,2012.0,Ethnic,Fabindia Women H& Printed Olive Green Sari
9500,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men white grey check Black Shirts
15677,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Highlander Men Classic Chinos Beige Trousers
11481,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Green Tops
4476,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men's Ikonis White Black Red Shoe
40011,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Park Avenue Men Brown Frame Sunglasses
28167,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Gold Sunglasses
58680,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Alayna Women Pink Kurta
15019,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,ADIDAS Men Printed Black Sweatshirts
15684,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Highlander Men Classic Chinos Brown Trousers
4485,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Women Soleil Black Shoe
27580,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Scullers Men Striped Purple T-shirt
40640,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta
45100,Women,Apparel,Innerwear,Bra,Pink,Summer,2016.0,Casual,Bw!tch Pink Rose Alba Bra
11958,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Ganuchi Men Casual Black Casual Shoes
34223,Men,Apparel,Topwear,Tshirts,Beige,Summer,2013.0,Casual,Proline Men Beige T-shirt
18674,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Sterling White Sports shoes
8795,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Shirt
16970,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Puma Men Coupe Grey Sandal
19752,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Levis Men Solid Navy Blue Tshirt
22173,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Dark Brown Casual Shoes
43978,Women,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,DKNY Women Brown Delicious Perfume
46052,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Gold Earrings
16180,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Enroute Men Leather Brown Formal Shoes
28644,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Sports,Nike Women Striped Polo Purple T-shirt
24089,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Sweatshirt
40960,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around the World White T-shirt
29134,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Vogue Women Black Sunglasses
26181,Women,Footwear,Shoes,Flats,Silver,Spring,2013.0,Casual,Rocia Women Silver Casual Sandals
11703,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Lee Men Check Shirt
3989,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Mr.Men Men's Surfer Chilly Pepper Maroon T-shirt
2255,Men,Apparel,Bottomwear,Track Pants,Brown,Fall,2010.0,Sports,ADIDAS Men Brown Track Pant
19338,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Jacket
31794,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Lee Women Navy Blue Beach T-shirt
53314,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,Locomotive Men Grey Melange T-shirt
26175,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Casual Sandals
7185,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Supper Skinny Zipped Ankle Light Blue Jeans
25951,Women,Accessories,Scarves,Scarves,Black,Summer,2012.0,Casual,Femella Women Printed Black & Cream Scarf
46893,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans
48551,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Belt
17407,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Brown Socks
3710,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,Lee Men Navy Blue Canvas Belt
51444,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Myntra Women Light Blue Shirt
46407,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,ADIDAS Men Red T-shirt
19931,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Fall,2011.0,Formal,Reid & Taylor Men Formal Maroon Tie+Cufflink+Pocket square - Combo Pack
7512,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Women's Black Polo T-shirt
57575,Women,Personal Care,Lips,Lipstick,Gold,Spring,2017.0,,Lotus Herbals Pure Colours Copper Gold Lipstick 661
49817,Women,Footwear,Flip Flops,Flip Flops,Brown,Winter,2012.0,Casual,iPanema Women Brown Flip Flops
59616,Women,Apparel,Saree,Sarees,Purple,Summer,2012.0,Ethnic,FNF Purple Wedding Collection Sari
51883,Women,Accessories,Wallets,Wallets,Green,Summer,2016.0,Casual,Nyk Women Green Wallet
39753,Boys,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Gini Jony Boys Khaki Trousers
26589,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Powercat Black Sports Shoes
59219,Unisex,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Titan Set of 2 His & Her White Dial Watches NB19572957SM01
10676,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Doodle Girl Bubbles Red Tops
37054,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Lino Perros Women Purple Belt
51622,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,FOSSIL Women White Dial Watch ES3062
19991,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Printed Black TShirt
15552,Women,Accessories,Socks,Socks,White,Summer,2013.0,Sports,Fila Women Pack Of 3 White Socks
13235,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Stripes Blue Tshirts
6458,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Lotto Unisex Canvas White Blue Shoe
34074,Women,Footwear,Shoes,Flats,Silver,Fall,2012.0,Casual,Clarks Women Arizona Heat Leather Silver Shoes
6003,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue White Plaid Checked Shirt
59673,Women,Apparel,Topwear,Lehenga Choli,Red,Fall,2012.0,Ethnic,FNF Red Bridal Collection Lehenga Choli
33869,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Citizen Men Sliver Dial Chronograph Watch
9841,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men White Polo T-Shirts
42660,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White Kurta
10475,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Flying Machine Men FS Solid Brown Shirts
54537,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Deen Sports Shoes
28287,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses
14489,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Flying Machine Men Casual Blue Casual Shoes
6456,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Lotto Men's Basketball White Red Shoe
55086,Women,Personal Care,Skin Care,Eye Cream,Cream,Spring,2017.0,Casual,Ponds Flawless White Under Eye Cream
14613,Men,Accessories,Socks,Socks,Black,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 2 Black Socks
8332,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's Car Print White Red Blue Kidswear
10278,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Men Nature Easy Mahogany Leather Brown Casual Shoes
39396,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Peter England Men Polo Neck Green T-shirt
9648,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Indigo Nation Men Mar Maroon Shirts
54302,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Garfield Women Pink & Red Bra
56455,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,2017.0,Casual,Streetwear Snazzy Nail Polish 15
34683,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Allen Solly Kids Boys Red T-shirt
24411,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men TC Clima Mid Black Sports Shoes
33660,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lotto Men Sting II Black Sandals
30812,Women,Apparel,Bottomwear,Leggings,Maroon,Summer,2012.0,Ethnic,Fabindia Women Maroon Leggings
35138,Women,Accessories,Jewellery,Bracelet,Black,Summer,2012.0,Casual,Allen Solly Woman Black Bangle
2865,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Men in Blue White T-shirt
27409,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Navy Blue,Winter,2015.0,Casual,Jockey Women Navy Blue Capris
10885,Men,Apparel,Topwear,Tshirts,Teal,Fall,2011.0,Casual,Wrangler Men Glow in Dark Teal T-shirt
28025,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey ELANCE Men Black  Elance Brief 1005
31108,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Palm Tree Boys Printed White T-shirt
28819,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Denizen Men Check Green Shirt
18482,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Future Cat White Casual Shoes
11350,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Lee Men Msyria Blue Chicago Fit Jeans
3182,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Lunarelite Black Green Shoe
40196,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,Mumbai Slang Women Light Green Kurti
28810,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Denizen Men Check Blue Shirt
17850,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Flying Machine Women Sequins Grey Top
